date,week_no,trial_id,tank,side,size,weight
5/20/19,1,16,8,I,43,34.9
5/20/19,1,16,8,I,45,45.1
5/20/19,1,16,8,I,47,38.6
5/20/19,1,16,8,I,44,39.1
5/20/19,1,16,8,I,40,34.4
5/20/19,1,16,8,I,47,42.9
5/20/19,1,18,9,I,13,1.9
5/20/19,1,18,9,I,15,2.2
5/20/19,1,18,9,I,18,3.5
5/20/19,1,18,9,I,16,2.6
5/20/19,1,18,9,I,17,3.4
5/20/19,1,18,9,I,18,4.4
5/20/19,1,18,9,I,19,3.7
5/20/19,1,19,10,D,35,20
5/20/19,1,19,10,D,37,25.7
5/20/19,1,19,10,D,37,22
5/20/19,1,19,10,D,38,23.8
5/20/19,1,19,10,D,35,19.8
5/20/19,1,19,10,D,32,16.8
5/20/19,1,19,10,D,37,24.7
5/20/19,1,20,10,I,59,95.5
5/20/19,1,20,10,I,59,87.9
5/20/19,1,20,10,I,57,94.2
5/20/19,1,20,10,I,59,85.9
5/20/19,1,20,10,I,50,58.7
5/20/19,1,20,10,I,53,67.8
5/20/19,1,20,10,I,51,57.7
5/20/19,1,21,11,I,59,91.1
5/20/19,1,21,11,I,56,85.2
5/20/19,1,21,11,I,57,86.1
5/20/19,1,21,11,I,59,100.9
5/20/19,1,21,11,I,52,69.9
5/20/19,1,21,11,I,59,87.9
5/20/19,1,21,11,I,58,101.7
5/20/19,1,22,11,D,63,99
5/20/19,1,22,11,D,64,114.6
5/20/19,1,22,11,D,66,120.9
5/20/19,1,22,11,D,62,103.3
5/20/19,1,22,11,D,62,89.2
5/20/19,1,22,11,D,61,95.4
5/20/19,1,22,11,D,67,130
5/27/19,2,28,1,I,41,33.1
5/27/19,2,28,1,I,49,45.8
5/27/19,2,28,1,I,43,36.8
5/27/19,2,28,1,I,38,24.4
5/27/19,2,28,1,I,44,38.5
5/27/19,2,28,1,I,45,37.8
5/27/19,2,28,1,I,47,42
5/27/19,2,29,2,D,56,86.6
5/27/19,2,29,2,D,59,95.4
5/27/19,2,29,2,D,55,74.3
5/27/19,2,29,2,D,56,82.3
5/27/19,2,29,2,D,59,83.2
5/27/19,2,29,2,D,56,65.4
5/27/19,2,29,2,D,57,87.3
5/27/19,2,30,2,I,19,3.2
5/27/19,2,30,2,I,18,3.1
5/27/19,2,30,2,I,18,3.5
5/27/19,2,30,2,I,18,3.3
5/27/19,2,30,2,I,20,4.3
5/27/19,2,30,2,I,14,1.7
5/27/19,2,30,2,I,17,3.6
5/27/19,2,31,3,D,23,6
5/27/19,2,31,3,D,27,10.7
5/27/19,2,31,3,D,22,5.4
5/27/19,2,31,3,D,23,6.6
5/27/19,2,31,3,D,22,6
5/27/19,2,31,3,D,25,8
5/27/19,2,31,3,D,23,6.2
5/27/19,2,32,3,I,61,95.3
5/27/19,2,32,3,I,62,98.9
5/27/19,2,32,3,I,66,136.2
5/27/19,2,32,3,I,64,103.2
5/27/19,2,32,3,I,67,118.2
5/27/19,2,32,3,I,66,125.8
5/27/19,2,32,3,I,64,108.7
5/27/19,2,33,4,D,19.5,3.8
5/27/19,2,33,4,D,19.5,4
5/27/19,2,33,4,D,16,2.2
5/27/19,2,33,4,D,17,3.4
5/27/19,2,33,4,D,17,2.9
5/27/19,2,33,4,D,19,4
5/27/19,2,33,4,D,11,0.8
5/27/19,2,34,4,I,31,16
5/27/19,2,34,4,I,37,21.8
5/27/19,2,34,4,I,39,25.5
5/27/19,2,34,4,I,33,17
5/27/19,2,34,4,I,35,23.7
5/27/19,2,34,4,I,30,15.4
5/27/19,2,34,4,I,31,15.6
5/27/19,2,35,5,I,19,3.8
5/27/19,2,35,5,I,17,3
5/27/19,2,35,5,I,18,3.6
5/27/19,2,35,5,I,16,3
5/27/19,2,35,5,I,17,2.8
5/27/19,2,35,5,I,15,2.6
5/27/19,2,35,5,I,18,3.8
5/27/19,2,36,5,D,35,19.4
5/27/19,2,36,5,D,34,17.6
5/27/19,2,36,5,D,35,21
5/27/19,2,36,5,D,34,17.6
5/27/19,2,36,5,D,36,23.7
5/27/19,2,36,5,D,35,19.6
5/27/19,2,36,5,D,37,23.4
5/27/19,2,37,6,D,43,43.6
5/27/19,2,37,6,D,44,46.2
5/27/19,2,37,6,D,45,41.8
5/27/19,2,37,6,D,41,29.2
5/27/19,2,37,6,D,43,32.4
5/27/19,2,37,6,D,43,34.3
5/27/19,2,37,6,D,40,31.7
5/27/19,2,38,6,I,63,121.7
5/27/19,2,38,6,I,59,96.8
5/27/19,2,38,6,I,66,129.4
5/27/19,2,38,6,I,69,171.2
5/27/19,2,38,6,I,61,85.8
5/27/19,2,38,6,I,62,95.3
5/27/19,2,38,6,I,64,110.9
5/27/19,2,39,7,I,25,7.3
5/27/19,2,39,7,I,27,11.6
5/27/19,2,39,7,I,24,7.6
5/27/19,2,39,7,I,23,6.2
5/27/19,2,39,7,I,21,4.9
5/27/19,2,39,7,I,22,5.3
5/27/19,2,39,7,I,20,4.4
5/27/19,2,40,7,D,57,79.8
5/27/19,2,40,7,D,58,83.6
5/27/19,2,40,7,D,59,89.7
5/27/19,2,40,7,D,59,94
5/27/19,2,40,7,D,59,87.8
5/27/19,2,40,7,D,51,57.6
5/27/19,2,40,7,D,59,100.1
5/27/19,2,41,8,D,43,35.8
5/27/19,2,41,8,D,44,45.8
5/27/19,2,41,8,D,44,35.7
5/27/19,2,41,8,D,42,31
5/27/19,2,41,8,D,46,41
5/27/19,2,41,8,D,44,37.7
5/27/19,2,41,8,D,41,36.2
5/27/19,2,43,9,D,15,2.4
5/27/19,2,43,9,D,18,3.4
5/27/19,2,43,9,D,16,2.5
5/27/19,2,43,9,D,13,1.5
5/27/19,2,43,9,D,18,3.3
5/27/19,2,43,9,D,17,2.9
5/27/19,2,43,9,D,17,2.6
5/27/19,2,44,9,I,22,6.1
5/27/19,2,44,9,I,21,4.8
5/27/19,2,44,9,I,20,5.1
5/27/19,2,44,9,I,21,4.7
5/27/19,2,44,9,I,25,7.3
5/27/19,2,44,9,I,24,6.7
5/27/19,2,44,9,I,20,4.2
5/27/19,2,46,10,I,35,27.3
5/27/19,2,46,10,I,37,25.1
5/27/19,2,46,10,I,33,17.8
5/27/19,2,46,10,I,34,19.6
5/27/19,2,46,10,I,33,19
5/27/19,2,46,10,I,33,19.1
5/27/19,2,46,10,I,33,18.7
5/27/19,2,47,11,I,59,85
5/27/19,2,47,11,I,57,57.5
5/27/19,2,47,11,I,54,67.9
5/27/19,2,47,11,I,59,99.4
5/27/19,2,47,11,I,54,67
5/27/19,2,47,11,I,59,95.7
5/27/19,2,47,11,I,53,63.7
5/27/19,2,48,11,D,67,115.2
5/27/19,2,48,11,D,63,110.4
5/27/19,2,48,11,D,62,95.4
5/27/19,2,48,11,D,61,87.9
5/27/19,2,48,11,D,67,119.5
5/27/19,2,48,11,D,65,102.5
5/27/19,2,48,11,D,65,129
5/27/19,2,49,12,I,32,18.9
5/27/19,2,49,12,I,34,19.1
5/27/19,2,49,12,I,32,17.5
5/27/19,2,49,12,I,34,19.9
5/27/19,2,49,12,I,37,26.2
5/27/19,2,49,12,I,32,17.5
5/27/19,2,49,12,I,30,13.8
5/27/19,2,50,12,D,27,10.1
5/27/19,2,50,12,D,21,4.7
5/27/19,2,50,12,D,23,7.1
5/27/19,2,50,12,D,19.5,3.7
5/27/19,2,50,12,D,20,3.8
5/27/19,2,50,12,D,24,7
5/27/19,2,50,12,D,21,4
5/27/19,2,51,14,I,62,101.4
5/27/19,2,51,14,I,65,129.8
5/27/19,2,51,14,I,63,100
5/27/19,2,51,14,I,63,119.6
5/27/19,2,51,14,I,66,112.4
5/27/19,2,51,14,I,64,99.5
5/27/19,2,51,14,I,66,104.3
5/27/19,2,52,14,D,43,37.7
5/27/19,2,52,14,D,45,43.6
5/27/19,2,52,14,D,43,31.5
5/27/19,2,52,14,D,45,40.9
5/27/19,2,52,14,D,47,48.8
5/27/19,2,52,14,D,42,33.5
5/27/19,2,52,14,D,48,45.5
